Clear Domain,Type,URL,DNS Lookup (ms),TCP Connect (ms),TLS Handshake (ms),DOMContentLoaded (ms),Page Load (ms),Total Time (ms),Circuit Relays (Onion only)
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,5939,6667,6667,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; EA670AB58CD5E1D5DCAB571D100EA1D36D72CA28:billgates:95.217.39.117:FI
amnesty.org,clear,https://amnesty.org,0,0,1,769,785,785,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1362,,3493,8363,8363,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 18FF6A3E5B5F79D2AF003D3BFCFBFFC0CED4E8C9:NoWay:185.14.97.96:NO
propublica.org,clear,https://propublica.org,22,18,,876,1783,1783,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,3412,,4954,6636,6636,
torproject.org,clear,https://torproject.org,17,104,,921,1221,1221,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1375,,2141,2142,2142,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 10960410C9BBB2E3CD8B2A3C36C715C2CD07ACB4:NTH35R6:192.42.116.187:NL
archive.is,clear,https://archive.is,26,1023,,1931,2585,2585,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1182,1,4274,9203,9203,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; A2E327922875FF477B982200D30759B9A223BA3C:wildbill:91.219.237.216:HU
rferl.org,clear,https://rferl.org,27,15,,630,2196,2196,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,707,,1693,5476,5476,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 6368D954DDEC6D506640B6B32C9068304B30EA33:zgato:192.145.28.12:PL
mullvad.net,clear,https://mullvad.net,0,0,2,323,468,468,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,384,,1198,1199,1199,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 10960410C9BBB2E3CD8B2A3C36C715C2CD07ACB4:NTH35R6:192.42.116.187:NL
archive.ph,clear,https://archive.ph,1,1009,,1701,2583,2583,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,4343,5511,5511,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 04DFE047ACDF7A6620ACA782FAFC5EF1AE7F4754:takei:80.79.117.42:EE
mempool.space,clear,https://mempool.space,0,0,2,434,2426,2426,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,6010,7843,7843,
taz.de,clear,https://taz.de,0,114,,395,539,539,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1290,,2344,5341,5341,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; A4385564CBF372B86C793B1EEB643E60CC426431:fluffypancakes001nl:2.56.164.75:NL
marxists.org,clear,https://marxists.org,33,120,,462,647,647,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1002,,2041,2708,2708,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 5B987FF9139F3A6FB433C4D079E15DA1FE9D6B85:goaway:176.96.137.184:DE
wiz.biz,clear,https://wiz.biz,1,334,,700,863,863,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,3091,,6910,7623,7623,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 66261F09F7A754B7565D421C898DAE7777134F04:bauruine:50.118.225.160:NL
f-droid.org,clear,https://f-droid.org,0,45,,339,388,388,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1461,,1894,2477,2477,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 849686F9619DAB351446A9D348311950F51F67CE:CommunityXMRbest:185.148.1.242:FI
cock.li,clear,https://cock.li,12,77,,153,247,247,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,908,,2497,3204,3204,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 530C13EF21F671E71FD6410131320D68E835F2DF:Azhurold:81.241.188.39:BE
mediapart.fr,clear,https://mediapart.fr,23,0,,367,834,834,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1032,,1483,4318,4318,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; CF1280A23969A8459625E80ED50CC2C0885ECD72:Dorumaa:66.85.128.218:US
riseup.net,clear,https://riseup.net,18,538,,749,2998,2998,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1914,,2545,11513,11513,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; D7F029AC4E6E5664949E36CAD93C15C5D27766F1:GOGRelayNetF2:78.159.131.28:NL
blockstream.info,clear,https://blockstream.info,11,277,,594,2195,2195,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,2181,,5125,9452,9452,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 294285F0DD1641F985388C432779E8D1AD253FA5:Dragonite:45.82.64.163:NL
svoboda.org,clear,https://svoboda.org,28,15,,299,1255,1255,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2831,,5487,12008,12008,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 937CAFC317E8DC0F05E2AA314DA3DADBEDD509D2:overtake:194.126.174.190:NL
archive.org,clear,https://archive.org,23,324,1,1107,3162,3162,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,16343,,17912,19764,19764,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; BBCFC807F1318239214D9F318488A4428BA58709:opsfi:93.177.65.182:DE
theguardian.com,clear,https://theguardian.com,0,0,7,307,394,394,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,,6690,10022,10022,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 5E24EF47236BC5FC14431FD9C2BF45E8B38B8FCD:ParadiseTorRelay5:193.182.111.132:SE
brave.com,clear,https://brave.com,24,58,,327,401,401,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,789,,1867,3661,3661,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; BBCFC807F1318239214D9F318488A4428BA58709:opsfi:93.177.65.182:DE
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,343,475,475,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,2641,,4870,9197,9197,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 17F56C1F7945505BFF419032D67956EEAF685919:onionsfrommartin:194.164.127.34:GB
voanews.com,clear,https://voanews.com,23,18,,394,1201,1201,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1214,,2498,3114,3114,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 08C1572C09F270010A277E58CDFBE270CBE2331B:Megalon:84.19.176.161:DE
proton.me,clear,https://proton.me,23,40,,302,424,424,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,,8595,9631,9631,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 5AE8D6148CB3B153AC6303988A4348949A1266F5:NeelTorExit1B:38.135.24.30:US
amnesty.org,clear,https://amnesty.org,0,0,3,776,788,788,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1116,,3229,8992,8992,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 20D9D2A69FBE8B3454F6286059F6BD95E74EFD9D:enceladus03:161.97.142.15:DE
propublica.org,clear,https://propublica.org,29,25,,929,1969,1969,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,1160,,2183,3111,3111,
torproject.org,clear,https://torproject.org,42,270,,1836,2481,2481,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1781,,2789,2789,2789,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; A95C8A01BD3642847C121B94AC11B181502D1994:wordpress:176.118.193.57:DE
archive.is,clear,https://archive.is,26,1000,,1671,3257,3257,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1554,,3000,7165,7165,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; E4B0CAD11B5487C46293759A3D4B74484CF93509:fusion:148.251.46.115:DE
rferl.org,clear,https://rferl.org,35,17,,374,1444,1444,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,1094,,2024,5442,5442,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C5209D63C655801B2A224389692FC13645AFEA44:prsv:81.168.83.4:GB
mullvad.net,clear,https://mullvad.net,0,0,2,270,593,593,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,314,,1080,1081,1081,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; A95C8A01BD3642847C121B94AC11B181502D1994:wordpress:176.118.193.57:DE
archive.ph,clear,https://archive.ph,26,1014,,1701,2339,2339,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,6410,7758,7758,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; F22A238894E85D2D25036553A4601961EBFC2F03:wintergust:141.98.11.131:LT
mempool.space,clear,https://mempool.space,0,0,2,484,2381,2381,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,4971,6815,6815,
taz.de,clear,https://taz.de,0,99,,478,559,559,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1726,,3212,6004,6004,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; A0964C4976FEEF30BAB791DDDDBA55B915916B5A:jadakiss5:64.62.233.210:US
marxists.org,clear,https://marxists.org,32,117,1,426,602,602,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,3030,,4003,4737,4737,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; DFCE8C606B821A59D0E0E11AEF8C30FD22BBCC2B:Unnamed:87.98.237.152:FR
wiz.biz,clear,https://wiz.biz,0,331,,698,861,861,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,4197,,5425,6826,6826,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 29379A99B7BCED03C088940CF749076360EAA456:beelitz:78.46.206.171:DE
f-droid.org,clear,https://f-droid.org,17,53,,367,375,375,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1480,,2055,3060,3060,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; CDC643E59D04F63ADFDE0EC4473AC728D9A78BDB:bulbasaur:172.241.140.247:US
cock.li,clear,https://cock.li,24,92,,180,280,280,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,1239,,2140,2578,2578,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 567680B4F4AC8B9AE0D931B374908CD8E1318066:unprintable:116.202.150.27:DE
mediapart.fr,clear,https://mediapart.fr,23,0,,455,554,554,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1830,,2497,5303,5303,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; C1D4B670E8A6E614003DE75CECCD35ABE7C3997D:chickodee02:195.230.23.248:BG
riseup.net,clear,https://riseup.net,15,542,,756,3101,3101,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1612,,2124,9381,9381,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; FE1AB3C4F9F90E13F85D9E4C7F915DD7DBC28CDE:lunoxia:45.145.40.181:DE
blockstream.info,clear,https://blockstream.info,17,296,1,634,2508,2508,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,2023,,5381,10444,10444,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; A09DAAAD16E3F77C2ED1A012BD8A18FFCBFEB422:inhonourofecho:88.90.10.115:NO
svoboda.org,clear,https://svoboda.org,24,15,1,326,1289,1289,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2794,,5196,10193,10193,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 3887FAA20AF621798E92B961E220695B5B747DAE:BigDaddy:185.21.217.32:NL
archive.org,clear,https://archive.org,25,340,,1118,1571,1571,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,6006,,6976,24588,24588,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 042E6B21057296A69B94DA208FEF8352AACD6FC1:bizzycrook:64.65.63.34:NL
theguardian.com,clear,https://theguardian.com,0,0,,367,420,420,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,8096,12867,12867,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; E11657B991DD4FAF4589C2440D7472A5F63BC04E:relaySafeYou:146.19.143.166:EE
brave.com,clear,https://brave.com,0,74,9,297,384,384,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,650,,1569,3503,3503,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 042E6B21057296A69B94DA208FEF8352AACD6FC1:bizzycrook:64.65.63.34:NL
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,371,490,490,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,2400,,4591,9459,9459,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 9A01C80771E2B3992844A5D267ADFA662ED4450D:NTH35R5:192.42.116.187:NL
voanews.com,clear,https://voanews.com,22,18,,399,22827,22827,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1093,,2507,3552,3552,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; C5FB7DC3D7EF8A9850CC184DF7FC3681D94245DE:DigitalGoldXMR:103.167.234.55:PL
proton.me,clear,https://proton.me,30,41,,274,531,531,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,5418,5889,5889,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C401182C3D4EFB034B5724C425EC46FC292E6C4A:Unnamed:146.19.173.215:NL
amnesty.org,clear,https://amnesty.org,0,0,1,778,791,791,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,5891,,16680,17367,17367,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 4820E229741DE1188A53DE289F2C3EA2662F4B2A:0xcc01N0:37.221.197.80:DE
propublica.org,clear,https://propublica.org,21,20,,936,1956,1956,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,874,,2087,3127,3127,
torproject.org,clear,https://torproject.org,18,287,,1449,2092,2092,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1894,,3196,3196,3196,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 9D2A5BC019A14D6F4BE1E61CC5E02EB381C810D9:HendrikDeRelay:212.227.171.107:DE
archive.is,clear,https://archive.is,27,1045,,1962,3546,3546,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,1694,1,5098,10851,10851,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 08778BB1FEE22DB0570924C99E31784E9A6E0796:LinkedInSucks:45.84.107.142:SE
rferl.org,clear,https://rferl.org,22,26,,431,1358,1358,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,1296,,2433,6657,6657,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 4E87E04A34AFC78484FDBDF981B6531A82388035:il0v3the1nt3rn3t:87.106.207.156:DE
mullvad.net,clear,https://mullvad.net,0,0,2,286,704,704,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,519,,1349,1349,1349,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 9D2A5BC019A14D6F4BE1E61CC5E02EB381C810D9:HendrikDeRelay:212.227.171.107:DE
archive.ph,clear,https://archive.ph,29,1007,,1441,2046,2046,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,3587,4504,4504,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 4A5247E5B43004603DDC65A6292AA04BEE34DA47:Totoro4219:152.53.34.99:AT
mempool.space,clear,https://mempool.space,0,0,1,462,2444,2444,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,5776,7548,7548,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; FEEBABA2B6FAF53AE1DC8DDA8681CE026537DFA4:bauruine:185.229.90.81:CH
taz.de,clear,https://taz.de,0,151,,496,606,606,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,928,,1343,2109,2109,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 63D7DFD8D47C996190C228CB93ED8E156FE8718F:yungbleu:64.65.63.20:NL
marxists.org,clear,https://marxists.org,15,103,,420,596,596,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,2278,,2968,3487,3487,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 436C806B0E4428B15E407EAFE347395D52592D72:mikrogravitationF:45.14.233.252:DE
wiz.biz,clear,https://wiz.biz,1,324,,693,857,857,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,1220,,2176,3049,3049,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 2EA30484C623340FE3FB2E6E8C14BEE7FDC10CF1:middleman:86.13.190.107:GB
f-droid.org,clear,https://f-droid.org,1,55,,398,471,471,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1498,,2044,2756,2756,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 14F881BE9AF2DCD66A50EC7D8D3D83A83C52E9B3:ziorufus:83.136.107.38:IT
cock.li,clear,https://cock.li,19,75,,163,244,244,
